,hospitalid,drugname,routeadmin,count
409,420,FUROSEMIDE,ORAL,1694
410,449,LABETALOL HCL 5 MG/ML IV SOLN (RANGE) PRN,Intravenous,1688
411,264,ondansetron,Intravenous,1688
412,300,LASIX,IV,1686
413,338,KLOR-CON,Oral,1679
414,301,SODIUM CHLORIDE 0.9% 1000 ML,IV,1678
415,443,MORPHINE SULFATE (PF) 2 MG/ML IV SOLN,IV,1677
416,165,acetaMINOPHEN 325 MG TAB,PO,1677
417,413,ATROPINE 0.1 MG/ML INJ SYRINGE,IV,1676
418,281,PANTOPRAZOLE,PO,1675
419,443,PANTOPRAZOLE SODIUM 40 MG PO TBEC,PO,1672
420,171,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,IV Push,1668
421,171,SODIUM CHLORIDE 0.9% 1000 ML LVP,IV,1665
422,443,CALCIUM GLUCONATE 10 % IV SOLN,IV,1665
423,199,NSS 0.9% 500 mL bolus infusion,IV,1665
424,353,1000 ML : SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP,IV,1664
425,264,VANCOMYCIN,IV,1662
426,458,DEXTROSE 50% SYRINGE,INTRAVEN,1660
427,449,ACETAMINOPHEN 325 MG PO TABS,Oral,1659
428,180,propofol,MISC,1657
429,338,ZOSYN,IV,1655
430,420,DIAZEPAM,INTRAVENOU,1650
431,449,SODIUM CHLORIDE FLUSH 0.9 % IV SOLN 10 ML PREFILL SYRINGE,Flush,1649
432,184,fentaNYL,IV,1646
433,338,VANCOCIN,IV,1643
434,176,DEXTROSE 50% 25 GRAM/50 ML SYR,IV Push,1642
435,165,PERCOCET 5/325 TAB,PO,1637
436,167,INSULIN (REGULAR) 100 UNITS in 1,IVPB,1636
437,338,"PROVENTIL,VENTOLIN",Inhalation,1635
438,199,potassium chloride 20 mEq in 50 mL ivpb **LOCKED DOSE,CENTRAL IV,1635
439,73,CLOPIDOGREL BISULFATE 75 MG PO TABS,PO,1635
440,252,20 ML SYRINGE : CEFAZOLIN 2 G IN STERILE WATER 20 ML SYRINGE IV,Intravenous,1633
441,264,ENOXAPARIN,SC,1630
442,449,POLYETHYLENE GLYCOL 3350 PO POWD,Oral,1626
443,176,LORazepam 2 MG/1 ML 1 ML INJ,IV Push,1625
444,252,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,Oral,1621
445,152,MORPHINE 2 MG/1 ML 1 ML SYR,IV Push,1619
446,264,WARFARIN,ORAL,1619
447,420,LABETALOL,INTRAVENOU,1614
448,63,2 ML VIAL : ONDANSETRON HCL 4 MG/2ML IJ SOLN,IV,1606
449,264,HEPARIN,SC,1605
450,338,COUMADIN,Oral,1605
451,338,GLUCAGEN,IM,1605
452,444,"INSULIN LISPRO, RECOMBINANT",SUBQ,1600
453,243,HEPARIN (PORCINE) IN NACL 100-0.45 UNIT/ML-% IJ SOLN,IV,1598
454,167,BISACODYL 10 MG RECT SUPP,PR,1597
455,281,ASPIRIN,PO,1597
456,79,FUROSEMIDE INJ,IVP,1594
457,79,ONDANSETRON INJ,IVP,1593
458,264,PANTOPRAZOLE,IV,1591
459,220,1000 ml flex cont : sodium chloride 0.9 % iv soln,IV,1590
460,300,SODIUM CHLORIDE 0.9 % IV : 500 ML,IV,1586
461,197,Lasix,IV,1582
462,206,NSS infusion,IV,1582
463,338,POTASSIUM CHLORIDE 40 MEQ/100 ML IV PIGGY BACK : 100 ML BAG,IV,1581
464,300,LANTUS,subCUT,1580
465,252,POTASSIUM CHLORIDE ER 10 MEQ PO TAB-CONT-REL,Oral,1580
466,281,HYDROMORPHONE HCL,IV,1580
467,226,ondansetron,IntraVENOUS,1580
468,264,PANTOPRAZOLE,ORAL,1576
469,73,CLONIDINE HCL 0.1 MG PO TABS,PO,1576
470,199,INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,IV,1574
471,411,ACETAMINOPHEN  325 MG ORAL TAB,Oral,1572
472,444,ONDANSETRON HCL INJ,IV PUSH,1570
473,413,SENNOSIDES  8.6 MG ORAL TAB,Oral,1567
474,142,NovoLOG Flexpen,SUBQ,1565
475,365,500 ML : SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP,IV,1565
476,248,ACETAMINOPHEN 325 MG PO TABS,Oral,1565
477,420,FENTANYL 2000 MCG/100 ML NS,COSIG IV,1559
478,215,1000 ml flex cont : sodium chloride 0.9 % iv soln,IV,1558
479,281,ACETAMIN/HYDROCODON 325MG/5MG,PO,1556
480,413,BUFFERED LIDOCAINE 1%,IDrm,1556
481,243,ASPIRIN 81 MG PO CHEW,PO,1553
482,73,K PHOS MONO-SOD PHOS DI & MONO 155-852-130 MG PO TABS,PO,1553
483,449,POTASSIUM & SODIUM PHOSPHATES 280-160-250 MG PO PACK,Oral,1552
484,277,10 ML VIAL: INSULIN ASPART 100 UNIT/ML SC SOLN,SC,1552
485,413,ALBUTEROL SULFATE 2.5 MG INHL NEB SOLN,Inhl,1543
486,420,omeprazole,ORAL,1541
487,300,KLOR-CON,Oral,1537
488,300,MORPHINE 5 MG/ML INJECTION : 1 ML VIAL,IV,1537
489,171,potassium CHLORIDE 20 MEQ TR TAB,PO,1536
490,413,POTASSIUM CHLORIDE  20 MEQ ORAL PACK,Oral,1532
491,420,DIAZEPAM,ORAL,1531
492,141,ZOFRAN,IV,1531
493,157,SODIUM CHLORIDE 0.9% 1000 ML LVP,IV,1529
494,227,HYDROcodone-acetaminophen,Oral,1529
495,411,LORAZEPAM 2 MG/ML INJ SOLN,IV,1525
496,167,FUROSEMIDE 10 MG/1 ML 2ML SDV INJ,IV Push,1524
497,142,TYLENOL,PO,1523
498,416,magnesium sulfate IVPB D5W 1 g 100 mL,IV,1521
499,202,NSS infusion,IV,1521
500,413,MEPERIDINE (PF)  25 MG/ML INJ SYRINGE,IV,1515
501,411,OXYCODONE   5 MG ORAL TAB,Oral,1509
502,199,docusate sodium (COLACE) cap 100 mg,PO,1507
503,307,SUBLIMAZE,IV,1506
504,443,PROPOFOL INFUSION 10 MG/ML,IV,1506
505,345,NOVOLOG,subCUT,1505
506,413,BISACODYL  5 MG ORAL ENT COAT TAB,Oral,1504
507,449,BISACODYL 10 MG PR SUPP,Rectal,1504
508,182,NaCl 0.9% MBP,MISC,1502
509,413,CHLORHEXIDINE GLUCONATE  0.12 % MM MWSH,ORAL RINSE,1500
510,206,chlorHEXIDINE (PERIOGARD) 0.12 % oral rinse 15 mL,ORAL MUCOSA,1500
511,417,0.9%  NaCl infusion,IV,1500
512,416,ondansetron (PF) (ZOFRAN) injection 4 mg,IV,1499
513,449,LACTATED RINGERS IV SOLN BOLUS,Intravenous,1498
514,154,GLUCOSE 15 GRAM/60 ML BQ LIQ,PO,1497
515,199,CALCIUM GLUCONATE 10 % IV SOLN 10ML,IVPB,1496
516,420,FAMOTIDINE,INTRAVENOU,1495
517,264,potassium chloride,Intravenous,1494
518,420,IPRATROPIUM 0.02%,INHALATION,1489
519,176,INSULIN-GLARGINE *UNIT* INJ,SubQ,1485
520,338,LOPRESSOR,Oral,1485
521,264,ACETAMINOPHEN,NG,1484
522,198,potassium chloride ivpb,IVPB,1482
523,245,1000 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,IV,1481
524,264,HYDRALAZINE,IV,1477
525,312,SODIUM CHLORIDE 0.9 % IV : 1000 ML,IV,1476
526,281,FENTANYL CITRATE,.ROUTE,1476
527,197,morphine,IV,1475
528,167,FAMOTIDINE 20 MG/2 ML SDV INJ,IV Push,1473
529,452,Potassium Chloride 20mEq/100ml SSO,IV,1469
530,167,ALBUTEROL INH SOLN (VARIABLE DOSE),SVN,1468
531,252,1 ML VIAL : HYDRALAZINE HCL 20 MG/ML IJ SOLN,Intravenous,1468
532,73,ASPIRIN 325 MG PO TABS,PO,1467
533,338,COLACE,Oral,1467
534,157,GLUCOSE 15 GRAM/60 ML BQ LIQ,PO,1465
535,165,MAGNESIUM OXIDE 400 MG TAB,PO,1463
536,122,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",Oral,1462
537,271,"Sodium Chloride 0.9% 1,000 ML BAG",.ROUTE,1462
538,338,PEPCID,IV,1456
539,73,WARFARIN SODIUM 5 MG PO TABS,PO,1455
540,443,INSULIN LISPRO (HUMAN) 100 UNIT/ML SC SOLN,SC,1453
541,281,ALBUTEROL/IPRATROPIUM,NEB,1453
542,420,NOREPINEPHRINE 4 MG/250 ML NS,INTRAVENOU,1453
543,167,acetaMINOPHEN 650MG RECT SUPP,PR,1453
544,243,OXYCODONE HCL 5 MG PO TABS,PO,1453
545,300,DUONEB,Inhalation,1452
546,449,OXYCODONE HCL 5 MG PO TABS (RANGE) PRN,Oral,1449
547,73,5 ML SYRINGE : HEPARIN SODIUM LOCK FLUSH 10 UNIT/ML IV SOLN,IK,1448
548,183,piperacillin-tazobactam,MISC,1448
549,420,LISINOPRIL,ORAL,1447
550,282,"Sodium Chloride 0.9% 1,000 ML BAG",IV,1447
551,443,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,PO,1445
552,318,SODIUM CHLORIDE 0.9%SOLP (1000 ML),IV,1443
553,152,acetaMINOPHEN 325 MG TAB,PO,1443
554,252,ONDANSETRON 4 MG PO TAB-DISPERSE,Oral,1443
555,142,ZOFRAN,IV,1436
556,283,2 ML VIAL: FUROSEMIDE 10 MG/ML IJ SOLN,IV,1433
557,445,SODIUM CHLORIDE,IV,1431
558,252,MAGNESIUM SULF 2 G IN D5W 50ML PREMIX,Intravenous,1431
559,417,sodium chloride 0.9 % flush 10 mL,IV Flush,1429
560,183,Dilaudid,IV,1429
561,252,POLYETHYLENE GLYCOL 3350 PO PACK,Oral,1428
562,79,fentaNYL CITRATE INJ,.ROUTE,1427
563,142,ASSESS PNEUMOCOCCAL VACCINE,MIS,1425
564,336,NOVOLOG,subCUT,1424
565,152,potassium CHLORIDE 20 MEQ TR TAB,PO,1424
566,73,2 ML  -  NITROPRUSSIDE SODIUM 25 MG/ML IV SOLN,IV,1422
567,252,SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TABS,Oral,1421
568,338,SODIUM PHOSPHATE 3 MMOLE/ML IV : 15 ML VIAL,IV,1421
569,183,fentaNYL,MISC,1421
570,264,METOPROLOL,ORAL,1420
571,197,insulin aspart Corrective dosing,Subcutan,1419
572,152,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,IV Push,1419
573,269,1000 ML FLEX CONT: SODIUM CHLORIDE 0.9 % IV SOLN,IV,1417
574,122,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,Oral,1415
575,411,"HEPARIN, PORCINE (PF) 5000 UNIT/0.5 ML INJ SYRINGE",SubQ,1415
576,281,Insulin Aspart,SUBCUT,1414
577,176,MORPHINE 4 MG/1 ML 1 ML SYR,IV Push,1414
578,413,NALOXONE 0.4 MG/ML INJ SOLN,IV,1414
579,420,PANTOPRAZOLE DR,ORAL,1413
580,199,dextrose 50 % inj,IV PUSH,1413
581,253,1000 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,Intravenous,1412
582,458,insulin lispro (HumaLOG) injection 0-20 Units,Subcutaneous,1411
583,73,500 ML  -  HEPARIN (PORCINE) IN D5W 50-5 UNIT/ML-% IV SOLN,IV,1411
584,141,TYLENOL,PO,1409
585,420,HEPARIN  FLUSH 10 UNIT/ML,INTRALUMIN,1409
586,167,METOPROLOL TARTRATE 25 MG TAB,PO,1408
587,420,methylPREDNISolone sod suc(PF),INTRAVENOU,1406
588,458,acetaminophen (TYLENOL) tablet 650 mg,Oral,1406
589,365,"POTASSIUM CHLORIDE ER 10 MEQ TABLET,EXTENDED RELEASE",Oral,1404
590,420,vancomycin,INTRAVENOU,1404
591,264,CALCIUM GLUCONATE 10%,IV,1401
592,411,NALOXONE 0.4 MG/ML INJ SOLN,IV,1400
593,338,LOVENOX,subCUT,1400
594,252,1 ML CRTRDG-NDL : MORPHINE SULFATE 2 MG/ML IJ SOLN,Intravenous,1399
595,198,Lasix,IV,1398
596,73,VANCOMYCIN HCL 1000 MG IV SOLR,IV,1397
597,252,VANCOMYCIN HCL 1000 MG IV SOLR,Intravenous,1393
598,264,acetaminophen,Oral,1393
599,73,ACETAMINOPHEN 650 MG RE SUPP,RE,1390
600,148,PERCOCET 5/325 TAB,PO,1390
601,338,ANCEF,IV,1389
602,338,SODIUM CHLORIDE 0.9 % IV : 500 ML,IV,1388
603,277,500 ML FLEX CONT EXCEL : SODIUM CHLORIDE 0.9 % IV SOLN,IV,1388
604,458,ALBUTEROL/IPRATROPIUM NEB,INHALATION,1385
605,452,Furosemide 10mg/ml SSO,IV,1381
606,184,Zofran,IV,1380
607,310,SODIUM CHLORIDE 0.9 % IV : 1000 ML,IV,1378
608,252,ACETAMINOPHEN 650 MG RE SUPP,Rectal,1378
609,252,PANTOPRAZOLE SODIUM 40 MG IV SOLR,Intravenous,1374
610,411,DEXTROSE 50 % IN WATER (D50W) IV SYRINGE,IV,1374
611,345,SUBLIMAZE,IV,1372
612,199,"NSS 0.9% 1,000 mL bolus infusion",IV,1372
613,167,hydrALAZINE 20 MG/1 ML 1 ML INJ,IV Push,1372
614,252,ASPIRIN 81 MG PO CHEW,Oral,1371
615,365,4 ML VIAL : FUROSEMIDE 10 MG/ML INJ SOLN,IV,1368
616,63,POTASSIUM CHLORIDE CRYS ER 20 MEQ PO TBCR,PO,1368
617,73,VANCOMYCIN 1.25 GM IN NS 250 ML IVPB (REPACKAGE),IV,1367
618,338,"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION : 1 ML VIAL",subCUT,1367
619,338,LANTUS,subCUT,1365
620,142,LASIX,IV,1363
621,449,ALBUMIN HUMAN 25 % IV SOLN,Intravenous,1363
622,300,GLUCAGEN,IM,1363
623,252,2 ML VIAL : MIDAZOLAM HCL 1 MG/ML IJ SOLN,Intravenous,1362
624,331,SODIUM CHLORIDE 0.9 % SYRINGE : 10 ML SYRINGE,IV,1360
625,227,amiodarone,IntraVENOUS,1359
626,227,potassium chloride,Oral,1358
627,167,CHLORHEXIDINE GLUCONATE UD LIQ 15ML,Oral swab,1357
628,66,POTASSIUM CHLORIDE CRYS ER 20 MEQ PO TBCR,PO,1357
629,413,METOPROLOL TARTRATE  25 MG ORAL TAB,Oral,1357
630,181,pantoprazole,MISC,1356
631,73,OXYCODONE HCL 5 MG PO TABS,PO,1353
632,171,INSULIN-LISPRO (rDNA) *UNIT* INJ,SubQ,1351
633,73,1 ML  -  DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,IV,1349
634,73,100 ML BAG CUSTOM NDC : INSULIN INFUSION,IV,1347
635,420,LORazepam,ORAL,1346
636,338,MAGNESIUM SULFATE 4 GRAM/100 ML IV PIGGY BACK : 100 ML FLEX CONT,IV,1344
637,181,piperacillin-tazobactam,MISC,1344
638,176,potassium CHLORIDE 20 MEQ UD LIQ,PO,1343
639,66,100 ML  -  POTASSIUM CHLORIDE 20 MEQ/100ML IV SOLN,IV,1343
640,411,INSULIN GLARGINE SYRINGE,SubQ,1341
641,449,ONDANSETRON HCL 2 MG/ML INJ SOLN,Intravenous,1340
642,264,potassium chloride SA,Oral,1338
643,443,NALOXONE HCL 0.4 MG/ML IJ SOLN,IV,1337
644,227,acetaminophen,Oral,1337
645,167,MORPHINE 4 MG/1 ML 1 ML SYR,IV Push,1336
646,206,magnesium sulfate 1 g in d5w 100mL **LOCKED DOSE,IVPB,1336
647,413,FUROSEMIDE 20 MG/2ML INJ SOLN,IV,1336
648,411,MIDAZOLAM 1 MG/ML INJ SOLN,IV,1334
649,458,INSULIN LANTUS (PER UNIT),SUBCUTAN,1333
650,227,ipratropium-albuterol,Nebulization,1326
651,227,morphine,IntraVENOUS,1325
652,199,potassium chloride ER tab 40 mEq,PO,1324
653,252,100 ML FLEX CONT : MAGNESIUM SULFATE IN D5W 10-5 MG/ML-% IV SOLN,Intravenous,1324
654,226,potassium chloride,IntraVENOUS,1323
655,167,ENOXAPARIN 40 MG/0.4 ML SYR,SubQ,1323
656,59,1000 ML  -  SODIUM CHLORIDE 0.9 % IV SOLN,IV,1322
657,458,MAGNESIUM SULFATE 2GM/50ML,INTRAVEN,1319
658,300,LACTATED RINGERS IV : 1000 ML BAG,IV,1319
659,206,potassium chloride 20 mEq in 50 mL ivpb **LOCKED DOSE,CENTRAL IV,1318
660,420,POTASSIUM AND SODIUM PHOSPHATE,ORAL,1318
661,73,1 EACH VIAL : ALTEPLASE 2 MG IJ SOLR,IK,1318
662,73,20 ML  -  POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,IV,1317
663,336,SODIUM CHLORIDE 0.9 % IV : 1000 ML,IV,1316
664,420,ACETAMINOPHEN,RECTAL,1313
665,167,FAMOTIDINE 20 MG TAB,PO,1313
666,458,BISACODYL,ORAL,1312
667,243,VANCOMYCIN HCL IN DEXTROSE 1 GM/200ML IV SOLN,IV,1312
668,345,ZOFRAN,IV,1309
669,73,50 ML VIAL : DEXTROSE 50 % IV SOLN,IV,1307
670,183,midazolam,MISC,1306
671,165,LORazepam 2 MG/1 ML 1 ML SYR,IV Push,1305
672,252,INSULIN LISPRO (HUMAN) 100 UNIT/ML SC SOLN,Subcutaneous,1304
673,217,2 ml vial : ondansetron hcl 4 mg/2ml ij soln,IV,1304
674,338,VERSED,IV,1303
675,183,Lasix,IV,1297
676,338,LEVAQUIN,IV,1297
677,252,4 ML SYRINGE : LABETALOL HCL 5 MG/ML IV SOLN,Intravenous,1297
678,338,fentaNYL,DEVICE,1297
679,184,morPHINe,IV,1295
680,157,MAGNESIUM SULFATE 2 GM/50 ML IVPB,IVPB,1294
681,73,3 ML SYRINGE CUSTOM NDC : ANTICOAGULANT SODIUM CITRATE 4 % VI SOLN,IK,1293
682,280,10 ML VIAL: INSULIN ASPART 100 UNIT/ML SC SOLN,SC,1291
683,444,MORPHINE INJ,IV PUSH,1290
684,152,MORPHINE 4 MG/1 ML 1 ML SYR,IV Push,1286
685,416,saline lock 0.9 % flush 10 mL,IV,1285
686,443,DOCUSATE SODIUM 100 MG PO CAPS,PO,1283
687,165,MORPHINE 4 MG/1 ML 1 ML SYR,IV Push,1282
688,458,INSULIN HUM-REG (PER UNIT),SUBCUTAN,1282
689,110,SODIUM CHLORIDE 0.9 % SYRINGE 10 ML SYRINGE,IV,1281
690,300,NORCO,Oral,1280
691,148,METOPROLOL TARTRATE 25 MG TAB,PO,1279
692,264,MORPHINE,IV,1279
693,345,LOVENOX,subCUT,1279
694,411,IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INHL NEB SOLN,Inhl,1278
695,413,INSULIN GLARGINE SYRINGE,SubQ,1277
696,154,potassium CHLORIDE 20 mEq in,IVPB,1276
697,458,METOPROLOL,ORAL,1276
698,63,100 ML  -  POTASSIUM CHLORIDE 20 MEQ/100ML IV SOLN,IV,1276
699,411,MAGNESIUM SULFATE 50 % (4 MEQ/ML) INJ,IV,1275
700,449,PANTOPRAZOLE SODIUM 40 MG IV SOLR,Intravenous,1273
701,243,MIDAZOLAM HCL 2 MG/2ML IJ SOLN,IV,1273
702,444,POTASSIUM CHLORIDE TAB,PO,1271
703,420,ONDANSETRON,ZPYXVEND,1270
704,413,ASPIRIN   81 MG ORAL CHEW TAB,Oral,1269
705,283,1 ML CRTRDG-NDL : MORPHINE SULFATE (PF) 2 MG/ML IV SOLN,IV,1268
706,458,ENOXAPARIN,SUBCUTAN,1265
707,152,GLUCOSE 15 GRAM/60 ML BQ LIQ,PO,1265
708,420,MIDAZOLAM 100 MG/100 ML NS,INTRAVENOU,1264
709,195,albuterol inhale,Inhale,1263
710,345,VANCOCIN,IV,1263
711,264,MAG/ALUM HYDROXIDE W/SIMETH,ORAL,1262
712,449,PROPOFOL 10 MG/ML IV EMUL,Intravenous,1262
713,280,3 ML PLAS CONT: IPRATROPIUM-ALBUTEROL 0.5-2.5 (3) MG/3ML IN SOLN,NEBULIZATION,1261
714,183,Norco 5 mg-325 mg,PO,1259
715,275,"Sodium Chloride 0.9% 1,000 ML BAG",IV,1256
716,307,LASIX,IV,1256
717,420,POTASSIUM PHOSPHATE,ORAL,1256
718,444,DEXTROSE 50% INJ,IV,1256
719,244,ONDANSETRON HCL 4 MG/2ML IJ SOLN,IV,1256
720,122,"POTASSIUM CHLORIDE ER 20 MEQ TABLET,EXTENDED RELEASE(PART/CRYST)",Oral,1255
721,281,Potassium Chloride Inj 2 MEQ/ML VIAL,IV,1255
722,338,PROTONIX,Oral,1255
723,141,LASIX,IV,1254
724,281,ALBUTEROL SULF,NEB,1253
725,197,"NS 1,000 mL",IV,1252
726,171,acetaMINOPHEN 325 MG TAB,PO,1252
727,199,plasma-LYte 148 infusion,IV,1251
728,176,METOPROLOL TARTRATE 25 MG TAB,PO,1250
729,244,INSULIN ASPART 100 UNIT/ML SC SOLN,SC,1247
730,413,CETIRIZINE 10 MG ORAL TAB,Oral,1245
731,331,NARCAN,IV,1244
732,449,MIDAZOLAM HCL 2 MG/2ML INJ SOLN (RANGE) PRN,Intravenous,1243
733,413,TRAZODONE  50 MG ORAL TAB,Oral,1243
734,420,INSULIN GLARGINE,SUBCUTAN,1242
735,122,FOLIC ACID 5 MG/ML INJECTION 10 ML VIAL,IV,1241
736,420,VANCOMYCIN 1.25 G/250 ML NS,INTRAVENOU,1241
737,416,acetaminophen (TYLENOL) tablet 650 mg,PO,1241
738,254,NORMAL SALINE 0.9%,IV,1238
739,167,LORazepam 2 MG/1 ML 1 ML INJ,IV Push,1237
740,197,ondansetron,IV,1237
741,283,4 ML VIAL: FUROSEMIDE 10 MG/ML IJ SOLN,IV,1234
742,183,Colace,PO,1231
743,73,2 ML  -  PROCHLORPERAZINE EDISYLATE 5 MG/ML IJ SOLN,IV,1229
744,264,LISINOPRIL,ORAL,1228
745,243,ACETAMINOPHEN 650 MG RE SUPP,RE,1228
746,281,PROPOFOL IV EMULSION 10 MG/ML VIAL,IV,1228
747,283,ACETAMINOPHEN 325 MG PO TABS,PO,1227
748,300,COLACE,Oral,1226
749,92,"SODIUM CHLORIDE 0.9% 1,000 ML BAG",IV,1226
750,165,INSULIN-LISPRO (rDNA) *UNIT* INJ,SubQ,1223
751,277,50 ML FLEX CONT: MAGNESIUM SULFATE 40 MG/ML IJ SOLN,IV,1223
752,443,SODIUM BICARBONATE 8.4 % IV SOLN,IV,1222
753,243,ASPIRIN EC 81 MG PO TBEC,PO,1222
754,73,VITAMINS/MINERALS PO TABS,PO,1221
755,338,MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PIGGY BACK : 100 ML,IV,1218
756,141,DEXTROSE 50% ABBOJECT,IV,1216
757,300,LOPRESSOR,Oral,1216
758,142,TYLENOL,REC,1215
759,413,"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",IV,1214
760,416,potassium chloride 20 mEq in 50 mL IVPB (central line),IV,1211
761,458,GLUCOSE 40%,ORAL,1211
762,264,sodium chloride,Intravenous,1211
763,243,BIOTENE DRY MOUTH MT LIQD,Mouth Rinse,1209
764,66,POTASSIUM CHLORIDE 20 MEQ PO PACK,PER NG TUBE,1209
765,413,POTASSIUM CHLORIDE 40 MEQ/100 ML IV PIGGYBACK,IV,1208
766,176,DUONEB 3 MG-0.5 MG/3 ML UD INH SOLN,SVN,1207
767,171,MAGNESIUM SULFATE 2 GM/50 ML IVPB,IVPB,1207
768,243,1 ML : HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,SC,1205
769,197,albuterol neb,Inhale,1204
770,243,NITROGLYCERIN IN D5W 200-5 MCG/ML-% IV SOLN,IV,1202
771,345,NARCAN,IV,1199
772,167,oxyCODONE 5 MG TAB,PO,1198
773,152,INSULIN (REGULAR) 100 UNITS in 1,IVPB,1198
774,420,ASPIRIN EC,ORAL,1197
775,283,1 ML VIAL: HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,SC,1197
776,176,FAMOTIDINE 20 MG/2 ML SDV INJ,IV Push,1197
777,217,50 ml syringe : dextrose 50 % iv soln,IV,1196
778,199,potassium CHLORide liquid 40 mEq,NGT,1192
779,226,fentaNYL,IntraVENOUS,1192
780,417,ondansetron HCl (PF) (ZOFRAN) injection 4 mg,IV,1192
781,420,GABAPENTIN,ORAL,1192
782,411,PANTOPRAZOLE 40 MG IV RECON SOLN,IV,1192
783,148,GLUCAGON 1 MG (1 UNIT) INJ,SubQ,1192
784,458,HYDROCODONE/APAP 5MG/325MG,ORAL,1191
785,252,10 ML VIAL : INSULIN GLARGINE 100 UNIT/ML SC SOLN,Subcutaneous,1190
786,283,PANTOPRAZOLE SODIUM 40 MG PO TBEC,PO,1189
787,152,SENOKOT-S TAB,PO,1188
788,176,SODIUM CHLORIDE 0.9% 250 ML LVP,IV,1187
789,420,PROPOFOL 1000 MG/100 ML,INTRAVENOU,1187
790,144,ZOFRAN,IV,1186
791,420,folic acid,ORAL,1185
792,248,50 ML SYRINGE : DEXTROSE 50 % IV SOLN,Intravenous,1185
793,345,LASIX,IV,1184
794,443,HYDRALAZINE HCL 20 MG/ML IJ SOLN,IV,1184
795,413,LIDOCAINE 5 % TOP PTMD,TD,1181
796,310,NOVOLOG,subCUT,1177
797,452,Ondansetron 2mg/ml  SSO,IV,1177
798,146,GLUCOSE 40% 15 GRAM BQ GEL,PO,1177
799,122,IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML NEB SOLUTION 3 ML VIAL,NEBULIZATION,1176
800,71,POTASSIUM CHLORIDE CRYS ER 20 MEQ PO TBCR,PO,1176
801,199,ceFAZolin (ANCEF) in Dextrose ivpb 2 g,IVPB,1175
802,307,D50,IV,1174
803,167,potassium CHLORIDE 10 mEq i,IVPB,1172
804,157,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,IV Push,1170
805,148,DEXTROSE 50% 25 GRAM/50 ML SYR,IV Push,1170
806,413,MIDAZOLAM 1 MG/ML INJ SOLN,IV,1167
807,443,MORPHINE SULFATE (PF) 4 MG/ML IV SOLN,IV,1167
808,141,NovoLOG Flexpen,SUBQ,1165
809,443,POTASSIUM CHLORIDE 20 MEQ/15ML (10%) PO LIQD,PO,1160
810,152,SODIUM CHLORIDE 0.9% 1000 ML LVP,IV,1160
811,248,DOCUSATE SODIUM 100 MG PO CAPS,Oral,1160
812,181,Zofran,IV,1159
813,144,DEXTROSE 50% ABBOJECT,IV,1159
814,452,Acetaminophen TAB,PO,1158
815,420,FAMOTIDINE,ORAL,1157
816,420,SODIUM PHOSPHATE,INTRAVENOU,1156
817,243,10 ML VIAL : INSULIN GLARGINE 100 UNIT/ML SC SOLN,SC,1155
818,154,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,IV Push,1155
819,421,SODIUM CHLORIDE 0.9%,IV,1155
820,279,"Sodium Chloride 0.9% 1,000 ML BAG",IV,1154
821,416,furosemide (LASIX) injection 40 mg,IV,1154
822,146,MAGNESIUM SULFATE 2 GM/50 ML IVPB,IVPB,1154
823,338,DULCOLAX,Rectal,1152
824,195,potassium chloride ivpb,IVPB,1151
825,421,DEXTROSE 50% ADULT,IV,1149
826,458,DOCUSATE SODIUM,ORAL/TUBE,1149
827,264,furosemide,Intravenous,1146
828,300,ROXICODONE,Oral,1146
829,79,INSULIN ASPART,SUB-Q,1145
830,252,FAMOTIDINE 20 MG PO TABS,Oral,1145
831,198,Magnesium Sulfate ivpb,IVPB,1145
832,449,HEPARIN SODIUM LOCK FLUSH 10 UNIT/ML IV SOLN,Flush,1145
833,331,NACL 0.9% (1566),DEVICE,1143
834,264,MAGNESIUM HYDROXIDE,ORAL,1142
835,176,SODIUM CHLORIDE 0.9% 1000 ML PB,IV,1138
