,drugname,routeadmin,count
456,ROXICODONE,Oral,2569
457,FOLIC ACID 1 MG PO TABS,PO,2569
458,midazolam,MISC,2566
459,Lovenox,Subcut,2563
460,vancomycin,IVPB,2559
461,FUROSEMIDE 20 MG/2ML INJ SOLN,IV,2558
462,ROCEPHIN,IV,2546
463,AMIODARONE 200 MG TAB,PO,2544
464,MAGNESIUM SULFATE 2G/SODIUM CHLORIDE 0.9% 100ML STOCK BAG,Intravenous,2541
465,PREDNISONE 10 MG PO TABS,PO,2536
466,POTASSIUM CHLORIDE 20 MEQ PO PACK,PO,2533
467,1 ML VIAL : DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IJ SOLN,IV,2531
468,BUFFERED LIDOCAINE 1%,IDrm,2531
469,ONDANSETRON HCL 4 MG PO TABS,PO,2527
470,IPRATROPIUM-ALBUTEROL,INHL,2520
471,GABAPENTIN,ORAL,2516
472,ALBUMIN 5% 500 ML INJ,IV,2514
473,LORAZEPAM 1 MG PO TABS,PO,2513
474,BUMEX,IV,2511
475,predniSONE,PO,2508
476,SoluMedrol,IV,2507
477,"NSS 0.9% 1,000 mL bolus infusion",IV,2505
478,HYDROmorphone,Intravenous,2505
479,MIDAZOLAM (PF) 1 MG/1 ML 2 ML INJ,IV Push,2504
480,BAYER CHEWABLE,Oral,2501
481,NSS 0.9% 500 mL bolus infusion,IV,2500
482,2 ML VIAL : METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN,Intravenous,2497
483,ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,Nebulization,2496
484,Albuterol-Ipratropium 2.5MG-0.5MG,DEVICE,2493
485,INSULIN REG 100 UNITS/100 ML,COSIG IV,2488
486,sodium chloride 0.9% (NS) infusion,Intravenous,2488
487,dextrose 50 % inj,IV PUSH,2482
488,50 ml syringe : dextrose 50 % iv soln,IV,2469
489,SENNA/DOCUSATE SODIUM,ORAL,2468
490,ACETAMINOPHEN 325 MG TABLET,Oral,2466
491,ENOXAPARIN,SUBCUT,2461
492,SODIUM CHLORIDE 0.9 % BOLUS,IV,2459
493,DOCUSATE SODIUM,PO,2458
494,Potassium Chloride Inj 2 MEQ/ML VIAL,IV,2454
495,LORAZEPAM,ORAL,2453
496,SODIUM CHLORIDE 0.9 % IV SOLN,IV,2451
497,PLAVIX,Oral,2448
498,POLYETHYLENE GLYCOL 3350 PO PACK,Oral,2445
499,NORVASC,Oral,2444
500,docusate sodium (COLACE) cap 100 mg,PO,2423
501,acetaminophen (TYLENOL) tablet 650 mg,Oral,2413
502,insulin aspart Corrective dosing,Subcutan,2409
503,LORAZEPAM 2 MG/ML INJ SOLN,IV,2406
504,SODIUM PHOSPHATE 3 MMOLE/ML IV : 15 ML VIAL,IV,2399
505,ACETAMINOPHEN 500 MG PO TABS,PO,2397
506,SENNOSIDES  8.6 MG ORAL TAB,Oral,2396
507,sodium chloride 0.9 %,Intravenous,2396
508,METOPROLOL,IV,2392
509,LEVOFLOXACIN 750 mg in D5W 150mL,IVPB,2387
510,CALCIUM GLUCONATE 10 % IV SOLN 10ML,IVPB,2387
511,acetaminophen 325 mg po tabs,PO,2381
512,VANCOMYCIN 1.25 GM IN NS 250 ML IVPB (REPACKAGE),IV,2380
513,CARVEDILOL,ORAL,2373
514,MUPIROCIN 2 % OINT 1 G SYRINGE,EACH NARE,2371
515,FUROSEMIDE 10 MG/ML INJ SOLN,Intravenous,2370
516,"POTASSIUM CHLORIDE ER 10 MEQ TABLET,EXTENDED RELEASE",Oral,2364
517,"ASPIRIN, CHILDREN'S",ORAL,2363
518,DEXTROSE 50 % IV SOLN,Intravenous,2362
519,Versed,IV,2358
520,LABETALOL 5 MG/ML IV SOLN,IV,2349
521,magnesium sulfate ivpb.,IVPB,2346
522,HYDRALAZINE HCL 20 MG/ML IJ SOLN,IV,2341
523,albuterol inhale,Inhale,2340
524,oxyCODONE (OXY IR) cap-tab 5 mg,PO,2336
525,ALBUTEROL SULF,NEB,2334
526,NITROGLYCERIN 0.4 MG(1/150) SL TAB,SL,2330
527,enoxaparin,Subcutaneous,2325
528,10 ML  -  MAGNESIUM SULFATE 50 % IJ SOLN,IV,2324
529,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,Oral,2320
530,meropenem,MISC,2319
531,HALOPERIDOL 5 MG/1 ML 1 ML INJ,IV Push,2313
532,10 ML VIAL: INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,SC,2306
533,INSULIN DETEMIR,SUBCUT,2305
534,LISINOPRIL 20 MG PO TABS,PO,2303
535,NITROSTAT,Sublingual,2302
536,morphine,IntraVENOUS,2299
537,midazolam,IV,2296
538,MIRALAX,Oral,2292
539,POTASSIUM CHLORIDE  20 MEQ ORAL PACK,Oral,2292
540,MIDAZOLAM HCL 2 MG/2ML IJ SOLN,IV,2292
541,LOPRESSOR,PO,2290
542,VANCOMYCIN HCL IN DEXTROSE 1 GM/200ML IV SOLN,IV,2288
543,HEPARIN SOD (PORCINE),IV,2288
544,oxyCODONE,PO,2285
545,K-Dur 20,PO,2278
546,1 ML VIAL : HYDRALAZINE HCL 20 MG/ML IJ SOLN,Intravenous,2275
547,SYNTHROID,Oral,2272
548,ONDANSETRON HCL,INTRAVEN,2272
549,aspirin,Oral,2268
550,CARVEDILOL,PO,2267
551,ALPRAZOLAM 0.25 MG PO TABS,PO,2258
552,ALBUMIN HUMAN 5%,IV,2256
553,bisacodyl,Rectal,2256
554,HEPARIN SOD (PORCINE),.ROUTE,2247
555,HYDROMORPHONE,INTRAVENOU,2245
556,MAGNESIUM SULFATE 4 GRAM/100 ML IV PIGGY BACK : 100 ML FLEX CONT,IV,2244
557,CALCIUM GLUCONATE 10%,IV,2242
558,ipratropium-albuterol,Nebulization,2240
559,FUROSEMIDE,INTRAVEN,2237
560,potassium chloride ivpb in SW,IVPB,2235
561,SODIUM CHLORIDE 0.9 % IV SOLN,Intravenous,2228
562,pantoprazole,MISC,2228
563,VITAMINS/MINERALS PO TABS,PO,2225
564,VANCOMYCIN HCL IN DEXTROSE 1 GM/200ML IV SOLN,Intravenous,2224
565,1 ml : hydromorphone hcl pf 1 mg/ml ij soln,IV,2223
566,PIPERACILLIN SOD-TAZOBACTAM SO 3-0.375 G IV SOLR,IV,2217
567,TRAZODONE,ORAL,2211
568,diphenhydrAMINE 50 MG/1 ML 1 ML INJ,IV Push,2205
569,potassium chloride ER tab 40 mEq,PO,2199
570,methylPREDNISolone 125 MG INJ,IV,2190
571,ceFAZolin (ANCEF) in Dextrose ivpb 2 g,IVPB,2190
572,ondansetron (ZOFRAN) injection 4 mg,Intravenous,2189
573,ENOXAPARIN,SC,2186
574,PANTOPRAZOLE,IV,2183
575,MEPERIDINE (PF)  25 MG/ML INJ SYRINGE,IV,2182
576,"Sodium Chloride 0.9% 1,000 ML BAG",.ROUTE,2181
577,NORMODYNE;TRANDATE,IV,2166
578,HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,SC,2161
579,GLUCOSE 40% 15 GRAM BQ GEL,PO,2157
580,1000 ML : LACTATED RINGERS IV SOLN,Intravenous,2152
581,DEXTROSE 50% 25 GRAM/50 ML SYR,IV,2149
582,GLUCOSE-VITAMIN C 4-0.006 G PO CHEW,Oral,2148
583,3 ML PLAS CONT: ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,NEBULIZATION,2143
584,ZOFRAN ODT,Oral,2139
585,SODIUM CHLORIDE 0.9%,DEVICE,2138
586,GABAPENTIN 300 MG PO CAPS,PO,2137
587,COLACE,PO,2133
588,phenylephrine,IV,2133
589,HYDRALAZINE HCL,IV,2129
590,20 ML SYRINGE : CEFAZOLIN 2 G IN STERILE WATER 20 ML SYRINGE IV,Intravenous,2127
591,BISACODYL,RTL,2124
592,0.4 ML SYRINGE : ENOXAPARIN SODIUM 40 MG/0.4ML SC SOLN,Subcutaneous,2124
593,4 ML VIAL : FUROSEMIDE 10 MG/ML INJ SOLN,IV,2124
594,AMLODIPINE BESYLATE,PO,2120
595,ASPIRIN EC,ORAL,2120
596,PNEUMOCOCCAL POLYSACCHARIDES,IMV,2116
597,MagOx 400,PO,2105
598,IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML NEB SOLUTION 3 ML VIAL,NEBULIZATION,2104
599,PROMETHAZINE 25 MG/1 ML 1ML SDV INJ,IV,2103
600,SODIUM CHLORIDE 0.45% 1000 ML LVP,IV,2102
601,FENTANYL CITRATE 0.05 MG/ML INJ SOLN (RANGE) PRN,Intravenous,2102
602,DELTASONE,Oral,2100
603,NALOXONE,INTRAVENOU,2100
604,SODium PHOSphate 30 MMOL/250ML NS,IVPB,2098
605,PANTOPRAZOLE,INTRAVENOU,2098
606,MIDAZOLAM,ZPYXVEND,2095
607,POTASSIUM CHLORIDE 40 MEQ/100 ML IV PIGGYBACK,IV,2091
608,LABETALOL 5 MG/1ML 20ML MDV INJ,IV Push,2087
609,potassium chloride,Oral,2085
610,WARFARIN SODIUM 2 MG PO TABS,PO,2079
611,500 ML  -  HEPARIN (PORCINE) IN D5W 50-5 UNIT/ML-% IV SOLN,IV,2071
612,potassium chloride,Feeding Tube,2065
613,sodium bicarbonate,IV,2063
614,vancomycin hcl 1000 mg iv solr,IV,2059
615,predniSONE,ORAL,2058
616,FAMOTIDINE 20 MG PO TABS,Oral,2056
617,VANCOMYCIN CONSULT TO PHARMACY,See Instruct,2056
618,OMEPRAZOLE 20 MG PO CAP-DEL-REL,Oral,2056
619,20 ML VIAL: POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,IV,2056
620,POTASSIUM CHLORIDE 10 MEQ/50ML IV SOLN,IV,2055
621,ATIVAN,Oral,2053
622,HEPARIN SODIUM (PORCINE) PF 5000 UNIT/0.5ML INJ SOLN,Subcutaneous,2053
623,K-DUR,PO,2047
624,MORPHINE 2MG/ML,INTRAVEN,2047
625,NITROGLYCERIN,SL,2039
626,CARDIZEM,IV,2037
627,"VANCOMYCIN 1,000 MG IV SOLUTION : 1 EACH VIAL",IV,2036
628,500 ML : SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP,IV,2035
629,2 ML  -  FUROSEMIDE 10 MG/ML IJ SOLN,IV,2030
630,VANCOmycin 1.25 GM in NS 500ML IVPB,IVPB,2028
631,2 ML VIAL : MIDAZOLAM HCL 1 MG/ML IJ SOLN,Intravenous,2028
632,ALBUMIN HUMAN 25%,IV,2023
633,FOLIC ACID 5 MG/ML INJECTION 10 ML VIAL,IV,2021
634,amLODIPine 5 MG TAB,PO,2017
635,4 ML  -  LABETALOL HCL 5 MG/ML IV SOLN,IV,2005
636,VANCOMYCIN 1 G/200 ML D5W,INTRAVENOU,2005
637,NOREPINEPHRINE 8 MG in 250mL NS,IV,2003
638,heparin,IV,2001
639,fentaNYL,IntraVENOUS,2001
640,LABETALOL HCL,IV,2001
641,MILK OF MAGNESIA,Oral,1998
642,ATORVASTATIN CALCIUM 80 MG PO TABS,PO,1998
643,DOCUSATE SODIUM 100 MG CAPSULE,Oral,1995
644,potassium chloride SA,Oral,1989
645,docusate,PO,1988
646,4 ML SYRINGE : LABETALOL HCL 5 MG/ML IV SOLN,Intravenous,1988
647,"POTASSIUM CHLORIDE ER 20 MEQ TABLET,EXTENDED RELEASE(PART/CRYST)",Oral,1988
648,NEURONTIN,Oral,1985
649,PANTOPRAZOLE 40 MG ORAL ENT COAT TAB,Oral,1983
650,METOPROLOL TARTRATE 1 MG/ML IV SOLN,IV,1982
651,HEPARIN (PORCINE) IN NACL 100-0.45 UNIT/ML-% IJ SOLN,IV,1976
652,HYDROmorphone,IV,1974
653,HYDRALAZINE,IV,1972
654,PIPERACILLIN/TAZOBACTAM SOD 3.375 GM  VIAL,IV,1968
655,acetaminophen,Rectal,1967
656,PREDNISONE,ORAL,1965
657,4 ml vial : furosemide 10 mg/ml ij soln,IV,1964
658,VANCOmycin 1.5 GM in NS 500ML IVPB,IVPB,1962
659,Pepcid,IV,1962
660,TYLENOL,REC,1960
661,LISINOPRIL 10 MG PO TABS,PO,1955
662,cefTRIAXone,INTRAVENOU,1954
663,"1 ML VIAL : HEPARIN (PORCINE) 5,000 UNIT/ML INJ SOLN",SubQ,1954
664,PANTOPRAZOLE 40 MG IV RECON SOLN,IV,1950
665,furosemide,Intravenous,1946
666,labetalol,IV,1945
667,CARVEDILOL 3.125 MG PO TABS,PO,1945
668,calcium chloride,IV,1933
669,NITROGLYCERIN 0.4 MG SUBLINGUAL TABLET,SL,1932
670,HALOPERIDOL LACTATE,INTRAVENOU,1932
671,MORPHINE 10 MG/1 ML 1 ML SYR,IV Push,1931
672,fentaNYL CITRATE INJ,IVP,1930
673,DEXTROSE 50% VIAL,INTRAVEN,1928
674,THIAMINE 100 MG TAB,PO,1924
675,metoPROLOL,PO,1921
676,METOPROLOL TARTRATE  25 MG ORAL TAB,Oral,1921
677,HYDROmorphone,IntraVENOUS,1919
678,potassium chloride 10 mEq in 100 mL ivpb **LOCKED DOSE,PERIPH IV,1917
679,LORAZEPAM 0.5 MG PO TABS,PO,1914
680,1000 ML FLEX CONT: DEXTROSE-NACL 5-0.45 % IV SOLN,IV,1910
681,TAMSULOSIN HCL 0.4 MG PO CAPS,PO,1909
682,1 EACH VIAL : ALTEPLASE 2 MG IJ SOLR,IK,1907
683,METOPROLOL TARTRATE 50 MG TAB,PO,1906
684,MORPHINE 10 MG/ML INJECTION : 1 ML INJECTION,IV,1904
685,DEXTROSE 5% IN NORMAL SALINE IV : 1000 ML BAG,IV,1901
686,ONDANSETRON INJ,IVP,1895
687,POTASSIUM CHLORIDE 10 MEQ/100ML IV SOLN,Intravenous,1893
688,"LR 1,000 mL",IV,1892
689,CALCIUM GLUCONATE 2 GRAM/D5W 50ML,IVPB,1892
690,IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INHL NEB SOLN,Inhl,1885
691,ENOXAPARIN SODIUM 30 MG/0.3ML SC SOLN,SC,1879
692,100 ML BAG CUSTOM NDC : INSULIN INFUSION,IV,1877
693,500 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,IV,1874
694,POLYETHYLENE GLYCOL 3350 17 GRAM ORAL POWDER PACKET,Oral,1873
695,morphine sulfate 2 mg/ml ij/iv soln,IV,1872
696,BISACODYL  5 MG ORAL ENT COAT TAB,Oral,1870
697,fentaNYL 1000 MCG IN 100 ML NS,IV,1869
698,FUROSEMIDE 10 MG/1 ML 4ML SDV INJ,IV,1868
699,5 ML  -  METOPROLOL TARTRATE 1 MG/ML IV SOLN,IV,1866
700,atorvastatin,PO,1865
701,PIPERACILLIN-TAZOBACTAM 3.375 G MINI-BAG PLUS,IV,1863
702,10 ML VIAL : INSULIN GLARGINE 100 UNIT/ML SC SOLN,Subcutaneous,1861
703,PIPERACILLIN/TAZOBACTAM,INTRAVENOU,1860
704,MAGNESIUM SULFATE 4 MEQ/ML (50 %) INJ SOLN,IV,1860
705,VANCOMYCIN 1 G MINI-BAG PLUS (VIAL MATE),IV,1856
706,TORADOL,IV,1853
707,NALOXONE HCL 0.4 MG/ML IJ SOLN,IV,1853
708,SODIUM CHLORIDE 0.9 % IV 250 ML BAG,IV,1852
709,MAGNESIUM HYDROXIDE,PO,1847
710,ATORVASTATIN CALCIUM 20 MG PO TABS,PO,1843
711,100 ML FLEX CONT : MAGNESIUM SULFATE IN D5W 10-5 MG/ML-% IV SOLN,Intravenous,1841
712,DIAZEPAM,INTRAVENOU,1836
713,FUROSEMIDE INJ,IVP,1832
714,lisinopril,PO,1832
715,fentaNYL CITRATE INJ,.ROUTE,1831
716,ASPIRIN   81 MG ORAL CHEW TAB,Oral,1827
717,PREDNISONE,PO,1825
718,MORPHINE 4 MG/ML SYRINGE : 1 ML SYRINGE,IV,1822
719,Solu-MEDROL (PF),IV,1819
720,DEXTROSE 50% SYRINGE,INTRAVEN,1818
721,plasma-LYte 148 infusion,IV,1816
722,NACL 0.9% (1566),DEVICE,1811
723,10 ML VIAL : INSULIN GLARGINE 100 UNIT/ML SC SOLN,SC,1809
724,HALDOL,IV,1802
725,Lopressor,PO,1800
726,50 ML VIAL : SODIUM BICARBONATE 8.4 % IV SOLN,IV,1797
727,CALCIUM CARBONATE 200 MG CALCIUM (500 MG) ORAL CHEW TAB,Oral,1797
728,pantoprazole,Oral,1797
729,LISINOPRIL 5 MG PO TABS,PO,1796
730,OPTIRAY 320,IV,1794
731,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,IV,1791
732,Norco 5 mg-325 mg,PO,1789
733,diphenhydrAMINE 25 MG CAP,PO,1788
734,metoprolol tartrate (LOPRESSOR) inj 5 mg,IV PUSH,1788
735,potassium CHLORide liquid 40 mEq,NGT,1784
736,50 ML VIAL : DEXTROSE 50 % IV SOLN,IV,1782
737,15 ML CUP : POTASSIUM CHLORIDE 10 % ORAL LIQD,Oral,1781
738,CALCIUM GLUCONATE 10 % IV SOLN,IV,1781
739,ACETAMINOPHEN,NG,1777
740,MEPERIDINE RANGE INJ,IV,1771
741,RESTORIL,PO,1770
742,1 ML VIAL: HYDRALAZINE HCL 20 MG/ML IJ SOLN,IV,1768
743,bisacodyl (DULCOLAX) supp 10 mg,PR,1767
744,FUROSEMIDE 40 MG TAB,PO,1766
745,1 ML : HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,SC,1761
746,1 ML SYRINGE : MORPHINE SULFATE (PF) 4 MG/ML IV SOLN,IV,1761
747,"KLOR-CON,K-TAB",Oral,1760
748,HYDROMORPHONE HCL PF INJ SOLN (RANGE) PRN,Intravenous,1759
749,cefTRIAXone 1 GRAM in NS 50 mL IVPB,IVPB,1758
750,METOPROLOL TARTRATE 25 MG TABLET,Oral,1756
751,HEPARIN,SC,1755
752,heparin (porcine),SUBQ,1754
753,albumin 5%,IVPB,1750
754,VANCOMYCIN 1.5 GM IN NS 250 ML IVPB (REPACKAGE),IV,1749
755,REGULAR insulin,MISC,1746
756,CLOPIDOGREL,ORAL,1745
757,DECADRON,IV,1742
758,POTASSIUM CHLORIDE ER 10 MEQ PO TAB-CONT-REL,Oral,1742
759,METOPROLOL TARTRATE,IV,1737
760,1 EACH VIAL : CEFEPIME HCL 1 GM IJ SOLR,IV,1736
761,ATORVASTATIN CALCIUM 10 MG PO TABS,PO,1735
762,<<norepinephrine 4 mg/4 mL Inj,IV,1733
763,GLUCAGON HCL (RDNA) 1 MG INJ SOLR,Subcutaneous,1733
764,Pepcid,PO,1731
765,PANTOPRAZOLE DR,ORAL,1730
766,POTASSIUM CHLORIDE 20 MEQ PO PACK,Oral,1729
767,WARFARIN 5 MG TAB,PO,1728
768,omeprazole (PriLOSEC) cap 20 mg,PO,1725
769,famotidine (PEPCID) (2 mg/mL) inj dilution 20 mg,IV,1725
770,150 ML : LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN,IV,1720
771,metoprolol (LOPRESSOR) tab 25 mg,PO,1717
772,BIOTENE DRY MOUTH MT LIQD,Mouth Rinse,1716
773,Heparin (Porcine) in 1/2 NS,IV,1715
774,METOPROLOL SUCCINATE ER 25 MG PO TB24,PO,1714
775,Propofol 10 MG/ML Inj 10 MG/ML VIAL,IV,1714
776,5 ML VIAL : SODIUM PHOSPHATE 3 MMOLE/ML IV SOLN,IV,1709
777,INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,SC,1708
778,Tylenol,Rectal,1708
779,HYDRALAZINE 20 MG/ML INJ SOLN,IV,1705
780,sodium cl 0.9% FLUSH 1ea/10ml,DEVICE,1703
781,30 ML CUP : MAGNESIUM HYDROXIDE 400 MG/5ML PO SUSP,Oral,1702
782,CARVEDILOL 6.25 MG PO TABS,PO,1701
783,3 ML  -  ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,NEBULIZATION,1700
784,8 G  -  ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS,IN,1698
785,metroNIDAZOLE 500 MG in 100ML RTU-PB,IVPB,1696
786,3 ML VIAL : INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,IV,1692
787,LORazepam 1 MG TAB,PO,1691
788,LEVETIRACETAM 500 MG PO TABS,PO,1691
789,VANCOmycin 750 MG in NS 250 mL IVPB,IVPB,1690
790,2 ML AMPULE: FENTANYL CITRATE 0.05 MG/ML IJ SOLN,IV,1690
791,DILAUDID 1MG/ML,IV,1689
792,LABETALOL HCL 5 MG/ML IV SOLN (RANGE) PRN,Intravenous,1688
793,MAGNESIUM SULF 2 GM/SW 50 ML BAG,IV,1688
794,"MVI, ADULT NO.4 WITH VIT K 3300 UNIT-150 MCG/10 ML IV 10 ML VIAL",IV,1687
795,POTASSIUM CHLORIDE 2 MEQ/ML IV SOLP,IV,1687
796,PIPERACILLIN SOD-TAZOBACTAM SO 3-0.375 G IV SOLR,Intravenous,1683
797,furosemide (LASIX) injection 40 mg,IV,1682
798,SODIUM CHLORIDE 0.9% 1000 ML,IV,1678
799,Ondansetron,.ROUTE,1677
800,MORPHINE SULFATE (PF) 2 MG/ML IV SOLN,IV,1677
801,100 ML  -  PROPOFOL 10 MG/ML IV EMUL,IV,1671
802,NITROSTAT 1/150,SL,1668
803,ASPIRIN 300 MG RECT SUPP,PR,1668
804,2 ML  -  NITROPRUSSIDE SODIUM 25 MG/ML IV SOLN,IV,1666
805,LIDOCAINE HCL 1%,INJ,1664
806,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,PO,1663
807,1 ML : HYDROMORPHONE HCL PF 1 MG/ML IJ SOLN,IV,1663
808,sodium chloride,Intravenous,1661
809,.5 ML VIAL : PNEUMOCOCCAL VAC POLYVALENT 25 MCG/0.5ML IJ INJ,IM,1660
810,10 ML VIAL : INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,IV,1660
811,100 ML: POTASSIUM CHLORIDE 20 MEQ/100ML IV SOLN,IV,1659
812,SODIUM CHLORIDE FLUSH 0.9 % IV SOLN 10 ML PREFILL SYRINGE,Flush,1649
813,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,IV,1647
814,NOREPINEPHRINE 4 MG/250 ML NS INFUSION (STD CON'C) (REPACKAGE),IV,1647
815,fentaNYL,Intravenous,1646
816,WARFARIN SODIUM 2.5 MG PO TABS,PO,1643
817,Sodium Chloride 0.9% 500 ML BAG,IV,1642
818,POTASSIUM & SODIUM PHOSPHATES 280-160-250 MG PO PACK,Oral,1637
819,ALBUTEROL/IPRATROPIUM NEB,INHALATION,1636
820,furosemide,IntraVENOUS,1635
821,dextrose 50% in water,IntraVENOUS,1635
822,SIMVASTATIN,ORAL,1635
823,LORAZEPAM 2 MG/ML INJECTION SOLUTION,IV,1634
824,HYDROCORTISONE NA SUCCINATE PF 100 MG IJ SOLR,IV,1633
825,BISACODYL,ORAL,1633
826,LABETALOL,INTRAVENOU,1633
827,NaCl 0.9% Bolus,IV,1629
828,DEXTROSE 50% INJ,IV,1628
829,POLYETHYLENE GLYCOL 3350 PO POWD,Oral,1627
830,potassium chloride crys er 20 meq po tbcr,PO,1626
831,Nitrostat,SL,1625
832,1000 ML  -  KCL IN DEXTROSE-NACL 20-5-0.45 MEQ/L-%-% IV SOLN,IV,1624
833,10 ml vial : insulin glargine 100 unit/ml sc soln,SC,1622
834,propofol 1% inj,IV,1621
835,insulin lispro (HumaLOG) injection 0-20 Units,Subcutaneous,1621
836,POTASSIUM CHLORIDE 10 MEQ/100ML IV SOLN,IV,1620
837,KCL 10%,PO,1618
838,warfarin,Oral,1615
839,FERROUS SULFATE 325 (65 FE) MG PO TABS,PO,1610
840,2 ML VIAL : FAMOTIDINE 20 MG/2ML IV SOLN,Intravenous,1610
841,midazolam (VERSED) 2 MG/2ML inj 2 mg,IV PUSH,1608
842,sodium chloride 0.9% flush 10 mL,IV PUSH,1606
843,10 ML CUP : DOCUSATE SODIUM 50 MG/5ML PO LIQD,Oral,1604
844,HYDRALAZINE HCL 25 MG PO TABS,PO,1603
845,3 ML SYRINGE CUSTOM NDC : ANTICOAGULANT SODIUM CITRATE 4 % VI SOLN,IK,1601
846,"INSULIN LISPRO, RECOMBINANT",SUBQ,1600
847,LISINOPRIL 10 MG TAB,PO,1599
848,ASPIRIN 300 MG RE SUPP,RE,1598
849,FENTANYL 2000 MCG/100 ML NS,COSIG IV,1596
850,methylPREDNISolone sod suc(PF),INTRAVENOU,1592
851,LOSARTAN POTASSIUM 50 MG PO TABS,PO,1588
852,2 ml : fentanyl citrate 0.05 mg/ml ij soln,IV,1588
853,famotidine (PEPCID) tab 20 mg,PO,1587
854,DEXT 5% IN WATER 1000 ML LVP,IV,1583
855,CHLORHEXIDINE GLUCONATE  0.12 % MM MWSH,ORAL RINSE,1583
856,DIPHENHYDRAMINE HCL,PO,1582
857,INSULIN HUMAN REGULAR,IV,1582
858,250 ml flex cont : sodium chloride 0.9 % iv soln,IV,1581
859,fentaNYL 2000 mcg in D5W 100 mL INFUSION Final Conc = 20 mcg/mL,IV,1570
860,LEVOTHYROXINE SODIUM,PO,1570
861,ONDANSETRON HCL INJ,IV PUSH,1570
862,ONDANSETRON,IV,1569
863,HEPARIN SOD (PORCINE),SUBCUT,1569
864,predniSONE 20 MG TAB,PO,1567
865,MAGNESIUM SULF 2 G IN D5W 50ML PREMIX,Intravenous,1566
866,SODIUM CHLORIDE,INJ,1565
867,SODIUM CHLORIDE 0.9 % INJ SYRINGE,IV,1565
868,100 ML GLASS CONT : IOPAMIDOL 76 % IV SOLN,IV,1564
869,"VANCOMYCIN INJ 1,000 MG VIAL.",IV,1560
870,Milk of Magnesia,PO,1559
871,ALTEPLASE   2 MG INJ RECON SOLN,IV,1559
872,DEXT 5%-NACL 0.9% 1000 ML LVP,IV,1557
873,SODIUM BICARBONATE 8.4 % IV SOLN,IV,1553
874,HumuLIN R,SUBQ,1550
875,aspirin chew tab 81 mg,PO,1550
876,PROPOFOL,DEVICE,1546
877,1 ML  -  HALOPERIDOL LACTATE 5 MG/ML IJ SOLN,IV,1546
878,omeprazole,ORAL,1542
879,100 ml plas cont : potassium chloride 10 meq/100ml iv soln,IV,1539
880,100 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,IV,1539
881,MAGNESIUM SULFATE 2 GRAM/50 ML IV PIGGY BACK : 50 ML FLEX CONT,IV,1537
882,LABETALOL 5 MG/ML IV 20 ML VIAL,IV,1536
883,ASPIRIN 325 MG TABLET,Oral,1535
884,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,Rect,1533
885,furosemide (LASIX) inj 20 mg,IV PUSH,1533
886,vancomycin,INTRAVENOU,1527
887,LANOXIN,IV,1525
888,LORazepam,ORAL,1523
889,ASPIRIN 325 MG EC TAB,PO,1522
890,WARFARIN SODIUM 3 MG PO TABS,PO,1521
891,2.5 ML PLAS : IPRATROPIUM BROMIDE 0.02 % IN SOLN,Nebulization,1521
892,magnesium sulfate IVPB D5W 1 g 100 mL,IV,1521
893,oxyCODONE (OXY IR) cap-tab 10 mg,PO,1521
894,GABAPENTIN,PO,1519
895,potassium chloride ER tab 20 mEq,PO,1518
896,amiodarone,IntraVENOUS,1516
897,SODIUM CHLORIDE 0.9% 250 ML PB,IV,1514
898,Coreg,PO,1512
899,SODIUM CHLORIDE 0.9 % IJ SOLN,IK,1511
900,FAMOTIDINE,INTRAVENOU,1511
901,37.5 g tube : glucose 40 % po gel,PO,1511
902,WARFARIN SODIUM 1 MG PO TABS,PO,1509
903,POTASSIUM CHLORIDE 20 MEQ/100 ML IV PIGGY BACK : 100 ML BAG,IV,1509
904,10 ML SYRINGE : CALCIUM CHLORIDE 100 MG/ML (10 %) IV SYRG,IV,1506
