,diagnosisstring,icd9code
466,burns/trauma|trauma - abdomen|mesenteric ischemia,"557.0, K55.9"
467,burns/trauma|trauma - skeletal|extremity ischemia,"443.9, I73.9"
468,cardiovascular|arrhythmias|AV block|second degree,I44.1
469,cardiovascular|arrhythmias|atrial premature beats,"427.61, I49.1"
470,cardiovascular|arrhythmias|bradycardia|junctional,"427.89, I49.8"
471,cardiovascular|cardiac surgery|s/p CABG >= 7 days,
472,cardiovascular|cardiac surgery|s/p Maze procedure,
473,cardiovascular|valvular disease|valvular stenosis,
474,cardiovascular|vascular disorders|DVT|spontaneous,"451.9, I80.9"
475,cardiovascular|vascular disorders|atherosclerosis,
476,cardiovascular|ventricular disorders|hypertension,"401.9, I10"
477,endocrine|adrenal disorders|adrenal insufficiency,"255.4, E27.40"
478,endocrine|fluids and electrolytes|SIADH|suspected,
479,endocrine|fluids and electrolytes|hypermagnesemia,"275.2, E83.41"
480,endocrine|thyroid|hyperthyroidism|Grave's disease,"242.00, E05.00"
481,gastrointestinal|post-GI surgery|s/p appendectomy,
482,gastrointestinal|post-GI surgery|s/p jejeunostomy,
483,gastrointestinal|trauma|bowel trauma|with rupture,"863.59, S36.50"
484,general|quality measures|dysphagia screening done,
485,genitourinary|male disease|prostatic inflammation,
486,hematology|white blood cell disorders|lymphopenia,"288.8, D72.810"
487,hematology|white blood cell disorders|neutropenia,"288.0, D70.9"
488,infectious diseases|GI infections|viral hepatitis,"573.1, B17.9"
489,neurologic|CNS mass lesions|brain tumor|suspected,
490,neurologic|altered mental status / pain|agitation,"308.2, F43.0"
491,neurologic|altered mental status / pain|catatonia,"295.20, F20.2"
492,neurologic|altered mental status / pain|pain|mild,
493,neurologic|misc|headache|hydrocephalus|congenital,"R51, G91.9"
494,neurologic|seizures|seizures|from Etoh withdrawal,"345.90, R56.9"
495,neurologic|seizures|seizures|from metabolic cause,"345.90, R56.9"
496,neurologic|trauma - CNS|spinal cord injury|lumbar,"952.2, S34.1"
497,oncology|CNS tumors|brain tumor|oligodendroglioma,"191.9, C71.9"
498,oncology|GI tumors|pancreatic tumor|pancreatic CA,"157.9, C25.9"
499,oncology|head and neck tumors|mouth and jaw tumor,
500,pulmonary|disorders of lung parenchyma|malignancy,
501,pulmonary|pleural disorders|pleural effusion|left,"511.9, J91.8"
502,pulmonary|pulmonary infections|lung abscess|right,"513.0, J85.2"
503,renal|disorder of acid base|respiratory alkalosis,"276.3, E87.3"
504,renal|electrolyte imbalance|hypocalcemia|moderate,"275.41, E83.51"
505,renal|electrolyte imbalance|hypokalemia|suspected,
506,surgery|gynecological surgery|s/p ovarian surgery,
507,surgery|infections|abdominal compartment syndrome,M79.A3
508,surgery|infections|pneumonia|aspiration pneumonia,"507.0, J69.0"
509,surgery|infections|wound infection|surgical wound,998.59
510,surgery|obstetrics|ectopic pregnancy|with rupture,
511,surgery|respiratory failure|ARDS|etiology unknown,"518.81, J80"
512,surgery|thoracic surgery|hypoxemia|due to low V/Q,"799.02, J96.91"
513,surgery|vascular surgery|surgery-related ischemia,T81.7
514,toxicology|drug overdose|carbon monoxide overdose,"986, E982.1, T58.9"
515,toxicology|drug overdose|organophosphate toxicity,"989.3, E980.7, T60.0"
516,burns/trauma|dermatology|TEN / pemphigus|pemphigus,"694.4, L10.9"
517,burns/trauma|trauma - chest|cardiac injury - blunt,861.00
518,burns/trauma|trauma- head and neck|eye injury|left,"870.9, S05"
519,burns/trauma|trauma-other injuries|contusion|trunk,
520,burns/trauma|trauma-other injuries|crushing injury,
521,burns/trauma|trauma-other injuries|open wound|hand,
522,burns/trauma|trauma-other injuries|open wound|head,
523,cardiovascular|arrhythmias|SVT|mechanism undefined,"427.0, I47.1"
524,cardiovascular|arrhythmias|bradycardia|symptomatic,"427.81, R00.1"
525,cardiovascular|arrhythmias|ventricular tachycardia,"427.1, I47.2"
526,endocrine|fluids and electrolytes|SIADH|from drugs,"253.6, E22.2"
527,endocrine|fluids and electrolytes|SIADH|from tumor,"253.6, E22.2"
528,endocrine|fluids and electrolytes|hypophosphatemia,"275.3, E83.30"
529,gastrointestinal|abdominal/ general|obesity|morbid,"278.01, E66.01"
530,gastrointestinal|abdominal/ general|pelvic abscess,K65.1
531,gastrointestinal|trauma|bowel trauma|with hematoma,"863.89, S36.50"
532,general|quality measures|rehab planning for stroke,
533,genitourinary|male disease|hyperplasia of prostate,
534,hematology|platelet disorders|platelet dysfunction,"287.1, D69.1"
535,hematology|platelet disorders|thrombocytopenia|ITP,"287.31, D69.3"
536,hematology|white blood cell disorders|eosinophilia,"288.3, D72.1"
537,hematology|white blood cell disorders|leukocytosis,"288.8, D72.829"
538,infectious diseases|GI infections|abscess of wound,998.59
539,infectious diseases|systemic/other infections|AIDS,"042, B20"
540,neurologic|CNS mass lesions|brain tumor|meningioma,"191.9, C71.9"
541,neurologic|altered mental status / pain|depression,"311, F32.9"
542,neurologic|misc|headache|due to multiple sclerosis,"R51, G35"
543,oncology|GI tumors|liver CA|CA metastatic to liver,"197.7, C78.7"
544,"oncology|skin, muscle and skeletal tumors|melanoma","172.9, C43.9"
545,oncology|unknown primary|metastatic adenocarcinoma,"199.0, C80.0"
546,pulmonary|pleural disorders|pleural effusion|large,"511.9, J91.8"
547,pulmonary|pleural disorders|pleural effusion|right,"511.9, J91.8"
548,pulmonary|pleural disorders|pneumothorax|traumatic,860.0
549,pulmonary|pulmonary infections|bacterial infection,
550,pulmonary|pulmonary infections|empyema|post trauma,"510.9, J86.9"
551,pulmonary|pulmonary infections|lung abscess|fungal,"513.0, J85.2"
552,pulmonary|pulmonary infections|purulent bronchitis,"490, J40"
553,pulmonary|respiratory failure|pulmonary aspiration,"507.0, J69.0"
554,pulmonary|trauma|lung trauma|with pleural effusion,861.20
555,renal|electrolyte imbalance|hypercalcemia|moderate,"275.42, E83.52"
556,renal|electrolyte imbalance|hyperkalemia|suspected,
557,renal|electrolyte imbalance|hyponatremia|suspected,
558,surgery|acute cardiac problems|atrial fibrillation,"427.31, I48.0"
559,surgery|altered mental status / pain|pain|moderate,
560,surgery|cardiac surgery|pleural effusion|bilateral,"511.9, J91.8"
561,surgery|infections|necrotizing fasciitis|extremity,"728.86, M72.6"
562,surgery|infections|wound infection|traumatic wound,
563,surgery|renal issues|acute renal failure|suspected,N17.9
564,toxicology|drug overdose|digoxin overdose/toxicity,"972.1, T46.0X"
565,transplant|s/p lung transplant|s/p lung transplant,996.84
566,burns/trauma|dermatology|TEN / pemphigus|pemphigoid,"694.4, L10.9"
567,burns/trauma|trauma - CNS|spinal cord injury|lumbar,"952.2, S34.1"
568,burns/trauma|trauma - abdomen|blunt vascular trauma,
569,burns/trauma|trauma - chest|airway trauma|bronchial,862.21
570,burns/trauma|trauma - chest|airway trauma|laryngeal,
571,burns/trauma|trauma - skeletal|dislocation|shoulder,S43.00
572,burns/trauma|trauma- head and neck|eye injury|right,"870.9, S05"
573,burns/trauma|trauma- head and neck|open neck injury,"874.9, S11.8"
574,burns/trauma|trauma-other injuries|open wound|chest,
575,cardiovascular|arrhythmias|bradycardia|asymptomatic,"427.89, R00.1"
576,cardiovascular|arrhythmias|bradycardia|due to drugs,"427.89, R00.1"
577,cardiovascular|arrhythmias|ventricular fibrillation,"427.41, I49.01"
578,cardiovascular|cardiac surgery|redo cardiac surgery,
579,cardiovascular|cardiac surgery|s/p heart transplant,
580,cardiovascular|post vascular surgery|s/p amputation,
581,cardiovascular|shock / hypotension|neurogenic shock,"785.50, R57.8"
582,cardiovascular|ventricular disorders|cardiomyopathy,
583,endocrine|fluids and electrolytes|hyperphosphatemia,"275.3, E83.30"
584,endocrine|glucose metabolism|hypoglycemia|suspected,
585,gastrointestinal|abdominal/ general|hernia|inguinal,
586,gastrointestinal|esophageal disease|esophageal tear,"530.4, K22.3"
587,gastrointestinal|hepatic disease|hepatic infarction,"573.4, K76.3"
588,gastrointestinal|intestinal disease|enteric fistula,
589,gastrointestinal|transplant|recent liver transplant,"V42.7, Z94.4"
590,gastrointestinal|trauma|penetrating vascular trauma,
591,gastrointestinal|trauma|splenic trauma|with rupture,"865.04, S36.0"
592,general|immunological diseases|rheumatoid arthritis,"714.0, M06.9"
593,general|quality measures|pneumococcal vaccine given,
594,hematology|coagulation disorders|pulmonary embolism,"415.19, I26.99"
595,infectious diseases|CNS infections|meningitis|acute,
596,infectious diseases|systemic/other infections|fever,"780.6, R50.9"
597,neurologic|CNS mass lesions|brain abscess|bacterial,"324.0, G06.0"
598,neurologic|CNS mass lesions|brain abscess|suspected,
599,neurologic|CNS mass lesions|spinal cord compression,"336.9, G95.9"
600,neurologic|altered mental status / pain|obtundation,"780.09, R40.0"
601,neurologic|altered mental status / pain|pain|severe,
602,neurologic|neuromuscular disorders|motor neuropathy,
603,neurologic|neuromuscular disorders|neuropathy|toxic,"357.9, G61.9"
604,neurologic|trauma - CNS|spinal cord injury|cervical,S14.1
605,neurologic|trauma - CNS|spinal cord injury|thoracic,S24.1
606,oncology|chest tumors|primary lung cancer|carcinoid,"162.9, C34.90"
607,pulmonary|disorders of the airways|bronchitis|acute,"466.0, J20.9"
608,pulmonary|disorders of the airways|smoke inhalation,
609,pulmonary|pleural disorders|broncho-pleural fistula,"510.0, J86.0"
610,pulmonary|pleural disorders|pneumothorax|iatrogenic,"512.1, J95.81"
611,pulmonary|pulmonary infections|paratracheal abscess,"478.9, J39.9"
612,pulmonary|pulmonary infections|pneumonia|aspiration,"507.0, J69.0"
613,pulmonary|respiratory failure|ARDS|etiology unknown,"518.81, J80"
614,pulmonary|trauma|chest wall trauma|with flail chest,807.4
615,pulmonary|trauma|lung trauma|with contusion of lung,861.21
616,renal|electrolyte imbalance|hypercalcemia|suspected,
617,renal|electrolyte imbalance|hypernatremia|suspected,
618,"renal|fluid imbalance|volume depletion, unspecified","276.50, E86.9"
619,surgery|altered mental status / pain|agitation|mild,"308.2, F43.0"
620,surgery|infections|intra-abdominal abscess|pancreas,"577.0, K65.1"
621,surgery|infections|pelvic abscess|rectal/perirectal,"566, K61.1"
622,surgery|infections|pneumonia|aspiration pneumonitis,"507.0, J69.0"
623,surgery|neurosurgical issues|high risk for seizures,
624,surgery|orthopedic surgery|s/p hip surgery|fracture,
625,surgery|other surgery|s/p thyroid surgery|lobectomy,
626,surgery|plastic surgery|s/p facial cosmetic surgery,
627,burns/trauma|trauma - abdomen|blunt abdominal trauma,"863.80, S36.9"
628,burns/trauma|trauma - abdomen|retroperitoneal trauma,"868.04, S36.89"
629,burns/trauma|trauma - skeletal|bone fracture(s)|ribs,S22.4
630,cardiovascular|cardiac surgery|valve repair < 7 days,
631,cardiovascular|diseases of the aorta|aortic aneurysm,"441.9, I71.9"
632,cardiovascular|infection|endocarditis - native valve,"421.0, I33.0"
633,cardiovascular|infection|mediastinitis|post surgical,"519.2, J98.5"
634,cardiovascular|post vascular surgery|s/p embolectomy,
635,cardiovascular|shock / hypotension|cardiogenic shock,"785.51, R57.0"
636,cardiovascular|shock / hypotension|hypovolemic shock,"785.59, R57.1"
637,cardiovascular|vascular disorders|DVT|post-operative,"451.9, I80.9"
638,cardiovascular|vascular disorders|pulmonary embolism,"415.19, I26.99"
639,endocrine|fluids and electrolytes|diabetes insipidus,
640,endocrine|glucose metabolism|hyperglycemia|suspected,
641,gastrointestinal|GI bleeding / PUD|lower GI bleeding,"578.9, K92.2"
642,gastrointestinal|GI bleeding / PUD|upper GI bleeding,"578.9, K92.2"
643,gastrointestinal|abdominal/ general|abscess of wound,998.59
644,gastrointestinal|abdominal/ general|hernia|abdominal,
645,gastrointestinal|biliary disease|biliary obstruction,"575.2, K82.0"
646,gastrointestinal|biliary disease|cholecystitis|acute,"575.0, K81.0"
647,gastrointestinal|hepatic disease|hemorrhage of liver,"573.9, K76.9"
648,gastrointestinal|hepatic disease|hepatic dysfunction,"573.9, K76.9"
649,gastrointestinal|malnutrition|nutritional deficiency,"263.9, E46"
650,gastrointestinal|post-GI surgery|s/p cholecystectomy,
651,gastrointestinal|post-GI surgery|s/p hepatic surgery,
652,gastrointestinal|trauma|penetrating abdominal trauma,"863.90, S36.9"
653,gastrointestinal|trauma|splenic trauma|with hematoma,"865.01, S36.0"
654,hematology|coagulation disorders|coagulopathy|severe,"286.9, D68.9"
655,hematology|transfusion medicine|transfusion reaction,"999.8, T80.9"
656,infectious diseases|systemic/other infections|herpes,
657,infectious diseases|systemic/other infections|sepsis,"038.9, A41.9"
658,neurologic|CNS mass lesions|brain tumor|CNS lymphoma,"191.9, C71.9"
659,neurologic|post-neurosurgery|post craniotomy|for AVM,
660,neurologic|post-neurosurgery|post shunting procedure,
661,neurologic|trauma - CNS|fracture of skull|vault|open,800.50
662,oncology|GI tumors|gastric CA|gastric adenocarcinoma,"151.9, C16.9"
663,oncology|unknown primary|metastatic squamous cell CA,"199.0, C80.0"
664,pulmonary|pleural disorders|pleural effusion|chylous,"511.9, J91.8"
665,pulmonary|pleural disorders|pneumothorax|spontaneous,"512.8, J93.1"
666,pulmonary|pulmonary infections|empyema|postoperative,"998.59, 510.9, J86.9"
667,pulmonary|trauma|lung trauma|with laceration of lung,861.32
668,renal|disorder of acid base|mixed acid base disorder,"276.4, E87.4"
669,renal|disorder of kidney|chronic renal insufficiency,"585.9, N18.9"
670,surgery|cardiac surgery|arrhythmia|sinus tachycardia,"785.0, R00.0"
671,surgery|neurosurgical issues|unstable cervical spine,
672,surgery|orthopedic surgery|s/p hip surgery|bilateral,
673,surgery|plastic surgery|s/p reconstructive procedure,
674,surgery|respiratory failure|hypoxemia|due to low V/Q,"799.02, J96.91"
675,surgery|vascular surgery|hemorrhage|wound hemorrhage,998.11
676,transplant|s/p heart transplant|s/p heart transplant,996.83
677,transplant|s/p liver transplant|s/p liver transplant,996.82
678,burns/trauma|burns|burn injury|< 10 % of body surface,946.0
679,burns/trauma|trauma - CNS|fracture of skull|base|open,801.50
680,burns/trauma|trauma - CNS|spinal cord injury|cervical,S14.1
681,burns/trauma|trauma - CNS|spinal cord injury|thoracic,S24.1
682,burns/trauma|trauma - chest|diaphragmatic injury|left,"862.0, S27.80"
683,burns/trauma|trauma - skeletal|bone fracture(s)|ilium,S32.30
684,burns/trauma|trauma - skeletal|bone fracture(s)|pubis,S32.59
685,burns/trauma|trauma - skeletal|dislocation|ankle|open,"837.1, S93.0"
686,burns/trauma|trauma - skeletal|dislocation|hip|closed,"835.00, S73.00"
687,burns/trauma|trauma-other injuries|superficial injury,
688,cardiovascular|arrhythmias|pacemaker/AICD dysfunction,
689,cardiovascular|cardiac surgery|valve repair >= 7 days,
690,cardiovascular|post vascular surgery|s/p thrombectomy,
691,cardiovascular|shock / hypotension|anaphylactic shock,995.0
692,endocrine|fluids and electrolytes|hypocalcemia|severe,"275.41, E83.51"
693,endocrine|glucose metabolism|diabetes mellitus|Type I,
694,gastrointestinal|abdominal/ general|amylase elevation,"790.5, R74.8"
695,gastrointestinal|hepatic disease|hepatorenal syndrome,"572.4, K76.7"
696,general|immunological diseases|polymyalgia rheumatica,"446.5, M31.6"
697,general|support services|seen  by social work consult,
698,hematology|oncology and leukemia|tumor lysis syndrome,
699,hematology|platelet disorders|thrombocytopenia|severe,"287.5, D69.6"
700,infectious diseases|CNS infections|encephalitis|viral,"323.0, 049.9, A86"
701,infectious diseases|GI infections|cholecystitis|acute,"575.0, K81.0"
702,infectious diseases|GI infections|peritonitis|aseptic,"567.21, T81.6"
703,infectious diseases|GU infections|bacterial infection,
704,infectious diseases|systemic/other infections|malaria,"084.6, B54"
705,neurologic|CNS mass lesions|brain herniation syndrome,"348.4, G93.5"
706,neurologic|altered mental status / pain|pain|moderate,
707,neurologic|altered mental status / pain|schizophrenia,"295.90, F20.9"
708,neurologic|neuromuscular disorders|sensory neuropathy,"357.9, G61.9"
709,neurologic|seizures|seizures|from ischemia/infarction,"345.90, R56.9"
710,neurologic|seizures|seizures|primary seizure disorder,"345.90, G40.9"
711,neurologic|trauma - CNS|fracture of skull|base|closed,801.00
712,oncology|head and neck tumors|neck tumor|laryngeal CA,"161.9, C32.9"
713,"oncology|skin, muscle and skeletal tumors|bone tumors","170.9, C41.9"
714,pulmonary|disorders of acid base|respiratory acidosis,"276.2, E87.2"
715,pulmonary|disorders of the airways|bronchitis|chronic,"491.9, J42"
716,pulmonary|disorders of vasculature|pulmonary embolism,"415.19, I26.99"
717,pulmonary|pulmonary infections|lung abscess|bacterial,"513.0, J85.2"
718,pulmonary|respiratory failure|ARDS|pulmonary etiology,"518.81, J80"
719,renal|abnormality of urine quantity or quality|anuria,"788.5, R34"
720,renal|abnormality of urine quantity or quality|pyuria,"791.7, R82.99"
721,renal|disorder of acid base|metabolic acidosis|severe,"276.2, E87.2"
722,renal|electrolyte imbalance|hyperkalemia|due to drugs,"276.7, E87.5"
723,surgery|cardiac surgery|low cardiac output state|IABP,"997.1, I97.89"
724,surgery|general surgery postop issues|enteric fistula,
725,surgery|infections|necrotizing fasciitis|scrotal area,"728.86, M72.6"
726,surgery|neurosurgical issues|unable to protect airway,
727,surgery|obstetrics|pre-eclampsia/ eclampsia|eclampsia,"642.60, O15.9"
728,toxicology|drug overdose|overdose of unknown agent(s),"E980.5, 977.9, T50.90"
729,toxicology|drug overdose|salicylate overdose/toxicity,"965.1, E980.2, T39.09"
730,burns/trauma|burns|burn injury|10-19 % of body surface,946.0
731,burns/trauma|trauma - CNS|fracture of skull|vault|open,800.50
732,burns/trauma|trauma - chest|diaphragmatic injury|right,"862.0, S27.80"
733,burns/trauma|trauma - skeletal|bone fracture(s)|pelvis,
734,burns/trauma|trauma - skeletal|bone fracture(s)|sacrum,S32.1
735,burns/trauma|trauma - skeletal|dislocation|knee|closed,"836.50, S83.00"
736,burns/trauma|trauma- head and neck|external ear injury,"872.00, S00.40"
737,burns/trauma|trauma-other injuries|blood vessel injury,
738,cardiovascular|arrhythmias|AV block|etiology undefined,"426.10, I44.30"
739,cardiovascular|arrhythmias|ventricular premature beats,"427.69, I49.3"
