drugname,generic_name,pred_11,pred_12,all_pred_12,consistency_12,pred_13,pred_14,all_pred_14,consistency_14,pred_15,pred_16,all_pred_16,consistency_16,pred_17,pred_18,all_pred_18,consistency_18,pred_19,pred_20,all_pred_20,consistency_20
SODIUM CHLORIDE 0.9 % SYRINGE 10 ML SYRINGE,sodium chloride 9 mg/ml,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0
FUROSEMIDE 40 MG PO TABS,furosemide,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0
fentaNYL,fentanyl,fentanyl,fentanyl,"['fentanyl', 'fentanyl', 'fentanyl', 'fentanyl', 'fentanyl']",1.0,fentanyl,fentanyl,"['fentanyl', 'fentanyl', 'fentanyl', 'fentanyl', 'fentanyl']",1.0,fentanyl,fentanyl,"['fentanyl', 'fentanyl', 'fentanyl', 'fentanyl', 'fentanyl']",1.0,fentanyl,fentanyl,"['fentanyl', 'fentanyl', 'fentanyl', 'fentanyl', 'fentanyl']",1.0,fentanyl,fentanyl,"['fentanyl', 'fentanyl', 'fentanyl', 'fentanyl', 'fentanyl']",1.0
CHLORHEXIDINE GLUCONATE UD LIQ 15ML,chlorhexidine gluconate,chlorhexidine,chlorhexidine,"['chlorhexidine', 'chlorhexidine', 'chlorhexidine', 'chlorhexidine', 'chlorhexidine']",1.0,chlorhexidine gluconate,chlorhexidine gluconate,"['chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate']",1.0,chlorhexidine gluconate,chlorhexidine gluconate,"['chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate']",1.0,chlorhexidine gluconate,chlorhexidine gluconate,"['chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate']",1.0,chlorhexidine gluconate,chlorhexidine gluconate,"['chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate', 'chlorhexidine gluconate']",1.0
"HEPARIN 5,000 UNIT/ML",heparin,heparin,heparin,"['heparin', 'heparin', 'heparin', 'heparin', 'heparin']",1.0,heparin,heparin,"['heparin', 'heparin', 'heparin', 'heparin', 'heparin']",1.0,heparin,heparin,"['heparin', 'heparin', 'heparin', 'heparin', 'heparin']",1.0,heparin,heparin,"['heparin', 'heparin', 'heparin', 'heparin', 'heparin']",1.0,heparin,heparin,"['heparin', 'heparin', 'heparin', 'heparin', 'heparin']",1.0
POTASSIUM CHLORIDE 40 MEQ/100 ML IV PIGGY BACK : 100 ML BAG,potassium chloride,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0
PEPCID,famotidine,famotidine,famotidine,"['famotidine', 'famotidine', 'famotidine', 'famotidine', 'famotidine']",1.0,famotidine,famotidine,"['famotidine', 'famotidine', 'famotidine', 'famotidine', 'famotidine']",1.0,famotidine,famotidine,"['famotidine', 'famotidine', 'famotidine', 'famotidine', 'famotidine']",1.0,famotidine,famotidine,"['famotidine', 'famotidine', 'famotidine', 'famotidine', 'famotidine']",1.0,famotidine,famotidine,"['famotidine', 'famotidine', 'famotidine', 'famotidine', 'famotidine']",1.0
INSULIN LISPRO 100 UNITS/ML SUBQ SOLN,insulin lispro,insulin lispro,insulin lispro,"['insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro']",1.0,insulin lispro,insulin lispro,"['insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro']",1.0,insulin lispro,insulin lispro,"['insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro']",1.0,insulin lispro,insulin lispro,"['insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro']",1.0,insulin lispro,insulin lispro,"['insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro', 'insulin lispro']",1.0
PANTOPRAZOLE 40 MG EC TAB,pantoprazole,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0
ASPIRIN EC 81 MG PO TBEC,aspirin,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0
SODIUM CHLORIDE 0.9 % IV BOLUS,sodium chloride 9 mg/ml,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0
CALCIUM GLUCONATE 100 MG/ML IV SOLN,calcium gluconate,calcium gluconate,calcium gluconate,"['calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate']",1.0,calcium gluconate,calcium gluconate,"['calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate']",1.0,calcium gluconate,calcium gluconate,"['calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate']",1.0,calcium gluconate,calcium gluconate,"['calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate']",1.0,calcium gluconate,calcium gluconate,"['calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate', 'calcium gluconate']",1.0
POTASSIUM CHLORIDE,potassium chloride,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0
Sodium Chloride 0.9% SSO,sodium chloride 9 mg/ml,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0
50 ML SYRINGE : DEXTROSE 50 % IV SOLN,glucose 500 mg/ml,dextrose,dextrose,"['dextrose', 'dextrose', 'dextrose', 'dextrose', 'dextrose']",1.0,dextrose,dextrose,"['dextrose', 'dextrose', 'dextrose', 'dextrose', 'dextrose']",1.0,dextrose,dextrose,"['dextrose', 'dextrose', 'dextrose', 'dextrose', 'dextrose']",1.0,dextrose,dextrose,"['dextrose', 'dextrose', 'dextrose', 'dextrose', 'dextrose']",1.0,dextrose,dextrose,"['dextrose', 'dextrose', 'dextrose', 'dextrose', 'dextrose']",1.0
POLYETHYLENE GLYCOL 3350 PO PACK,polyethylene glycol,polyethylene glycol 3350,polyethylene glycol 3350,"['polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350']",1.0,polyethylene glycol 3350,polyethylene glycol 3350,"['polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350']",1.0,polyethylene glycol 3350,polyethylene glycol 3350,"['polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350']",1.0,polyethylene glycol 3350,polyethylene glycol 3350,"['polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350']",1.0,polyethylene glycol 3350,polyethylene glycol 3350,"['polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350', 'polyethylene glycol 3350']",1.0
BUMINATE,albumin 250 mg/ml,albumin,albumin,"['albumin', 'albumin', 'albumin', 'albumin', 'albumin']",1.0,albumin,albumin,"['albumin', 'albumin', 'albumin', 'albumin', 'albumin']",1.0,albumin,albumin,"['albumin', 'albumin', 'albumin', 'albumin', 'albumin']",1.0,albumin,albumin,"['albumin', 'albumin', 'albumin', 'albumin', 'albumin']",1.0,albumin,albumin,"['albumin', 'albumin', 'albumin', 'albumin', 'albumin']",1.0
ACETAMINOPHEN 325 MG ORAL TAB,acetaminophen,acetaminophen,acetaminophen,"['acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen']",1.0,acetaminophen,acetaminophen,"['acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen']",1.0,acetaminophen,acetaminophen,"['acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen']",1.0,acetaminophen,acetaminophen,"['acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen']",1.0,acetaminophen,acetaminophen,"['acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen', 'acetaminophen']",1.0
FUROSEMIDE 10 MG/1 ML 4ML SDV INJ,furosemide,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0,furosemide,furosemide,"['furosemide', 'furosemide', 'furosemide', 'furosemide', 'furosemide']",1.0
magnesium sulfate 1 g in d5w 100mL **LOCKED DOSE,magnesium sulfate,magnesium,magnesium,"['magnesium', 'magnesium', 'magnesium', 'magnesium', 'magnesium']",1.0,magnesium sulfate,magnesium sulfate,"['magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate']",1.0,magnesium sulfate,magnesium sulfate,"['magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate']",1.0,magnesium sulfate,magnesium sulfate,"['magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate']",1.0,magnesium sulfate,magnesium sulfate,"['magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate', 'magnesium sulfate']",1.0
MORPHINE 5 MG/ML INJECTION : 1 ML VIAL,morphine,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0
Dilaudid,hydromorphone,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0
LEVAQUIN,levofloxacin,levofloxacin,levofloxacin,"['levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin']",1.0,levofloxacin,levofloxacin,"['levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin']",1.0,levofloxacin,levofloxacin,"['levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin']",1.0,levofloxacin,levofloxacin,"['levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin']",1.0,levofloxacin,levofloxacin,"['levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin', 'levofloxacin']",1.0
2 ML: ONDANSETRON HCL 4 MG/2ML IJ SOLN,ondansetron,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0
COLACE,docusate,docusate,docusate,"['docusate', 'docusate', 'docusate', 'docusate', 'docusate']",1.0,docusate,docusate,"['docusate', 'docusate', 'docusate', 'docusate', 'docusate']",1.0,docusate,docusate,"['docusate', 'docusate', 'docusate', 'docusate', 'docusate']",1.0,docusate,docusate,"['docusate', 'docusate', 'docusate', 'docusate', 'docusate']",1.0,docusate,docusate,"['docusate', 'docusate', 'docusate', 'docusate', 'docusate']",1.0
morphine,morphine,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0,morphine,morphine,"['morphine', 'morphine', 'morphine', 'morphine', 'morphine']",1.0
CLOPIDOGREL BISULFATE 75 MG PO TABS,clopidogrel,clopidogrel,clopidogrel,"['clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel']",1.0,clopidogrel,clopidogrel,"['clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel']",1.0,clopidogrel,clopidogrel,"['clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel']",1.0,clopidogrel,clopidogrel,"['clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel']",1.0,clopidogrel,clopidogrel,"['clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel', 'clopidogrel']",1.0
SODIUM CHLORIDE 0.9 % IV : 500 ML,sodium chloride 9 mg/ml,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0
KCL 20 MEQ/50 ML,potassium chloride,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0
ENOXAPARIN,enoxaparin,enoxaparin,enoxaparin,"['enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin']",1.0,enoxaparin,enoxaparin,"['enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin']",1.0,enoxaparin,enoxaparin,"['enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin']",1.0,enoxaparin,enoxaparin,"['enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin']",1.0,enoxaparin,enoxaparin,"['enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin', 'enoxaparin']",1.0
Ondansetron,ondansetron,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0
"Sodium Chloride 0.9% 1,000 mL",sodium chloride 9 mg/ml,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0
PROPOFOL 10 MG/1 ML 100ML SDV INJ,propofol,propofol,propofol,"['propofol', 'propofol', 'propofol', 'propofol', 'propofol']",1.0,propofol,propofol,"['propofol', 'propofol', 'propofol', 'propofol', 'propofol']",1.0,propofol,propofol,"['propofol', 'propofol', 'propofol', 'propofol', 'propofol']",1.0,propofol,propofol,"['propofol', 'propofol', 'propofol', 'propofol', 'propofol']",1.0,propofol,propofol,"['propofol', 'propofol', 'propofol', 'propofol', 'propofol']",1.0
ASPIRIN 325 MG PO TABS,aspirin,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0,aspirin,aspirin,"['aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin']",1.0
PROTONIX,pantoprazole,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0,pantoprazole,pantoprazole,"['pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole', 'pantoprazole']",1.0
POTASSIUM CHLORIDE,potassium chloride,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0,potassium chloride,potassium chloride,"['potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride', 'potassium chloride']",1.0
1000 ML - LACTATED RINGERS IV SOLN,calcium chloride 0.2 mg/ml / potassium chloride 0.3 mg/ml / sodium chloride 6 mg/ml / sodium lactate 3.1 mg/ml,lactated ringers,lactated ringers,"['lactated ringers', 'lactated ringers', 'lactated ringers', 'lactated ringers', 'lactated ringers']",1.0,lactated ringers,the generic name of the given drug is,"['the generic name of the given drug is', 'lactated ringers', 'lactated ringers', 'the generic name of the given drug is', 'the generic name of the given drug is']",0.6,the generic name of the given drug is,the generic name of the given drug is,"['the generic name of the given drug is', 'the generic name of the given drug is', 'the generic name is lactated ringers', 'the generic name of the given drug is', 'the generic name of the given drug is']",0.8,the generic name is lactated ringers,the generic name of the given drug is,"['the generic name of the given drug is', 'the generic name of the given drug is', 'the generic name of the given drug is', 'the generic name of the given drug is', 'the generic name of the given drug is']",1.0,lactated ringers injection,lactated ringers injection,"['lactated ringers injection', 'lactated ringers injection', 'lactated ringers injection', 'lactated ringers injection', 'lactated ringers injection']",1.0
SODIUM CHLORIDE 0.9%,sodium chloride 9 mg/ml,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0,sodium chloride,sodium chloride,"['sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride', 'sodium chloride']",1.0
ONDANSETRON,ondansetron,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0,ondansetron,ondansetron,"['ondansetron', 'ondansetron', 'ondansetron', 'ondansetron', 'ondansetron']",1.0
HYDROMORPHONE (PF) 1 MG/ML INJ SYRINGE,hydromorphone,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0,hydromorphone,hydromorphone,"['hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone', 'hydromorphone']",1.0
WARFARIN SOD,warfarin,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0
WARFARIN SODIUM 5 MG PO TABS,warfarin,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0,warfarin,warfarin,"['warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin']",1.0
